Time.[DayKey],Time.[Day],Time.[WeekKey],Time.[Week]
4/6/2018 12:00:00 AM,06-Apr-18,4/1/2018 12:00:00 AM,Apr WK01 2018
4/7/2018 12:00:00 AM,07-Apr-18,4/1/2018 12:00:00 AM,Apr WK01 2018
4/8/2018 12:00:00 AM,08-Apr-18,4/8/2018 12:00:00 AM,Apr WK02 2018
4/9/2018 12:00:00 AM,09-Apr-18,4/8/2018 12:00:00 AM,Apr WK02 2018
4/10/2018 12:00:00 AM,10-Apr-18,4/8/2018 12:00:00 AM,Apr WK02 2018
4/11/2018 12:00:00 AM,11-Apr-18,4/8/2018 12:00:00 AM,Apr WK02 2018
4/12/2018 12:00:00 AM,12-Apr-18,4/8/2018 12:00:00 AM,Apr WK02 2018
4/13/2018 12:00:00 AM,13-Apr-18,4/8/2018 12:00:00 AM,Apr WK02 2018
4/14/2018 12:00:00 AM,14-Apr-18,4/8/2018 12:00:00 AM,Apr WK02 2018
4/15/2018 12:00:00 AM,15-Apr-18,4/15/2018 12:00:00 AM,Apr WK03 2018
4/16/2018 12:00:00 AM,16-Apr-18,4/15/2018 12:00:00 AM,Apr WK03 2018
4/17/2018 12:00:00 AM,17-Apr-18,4/15/2018 12:00:00 AM,Apr WK03 2018
4/18/2018 12:00:00 AM,18-Apr-18,4/15/2018 12:00:00 AM,Apr WK03 2018
4/19/2018 12:00:00 AM,19-Apr-18,4/15/2018 12:00:00 AM,Apr WK03 2018
4/20/2018 12:00:00 AM,20-Apr-18,4/15/2018 12:00:00 AM,Apr WK03 2018
4/21/2018 12:00:00 AM,21-Apr-18,4/15/2018 12:00:00 AM,Apr WK03 2018
4/22/2018 12:00:00 AM,22-Apr-18,4/22/2018 12:00:00 AM,Apr WK04 2018
4/23/2018 12:00:00 AM,23-Apr-18,4/22/2018 12:00:00 AM,Apr WK04 2018
4/24/2018 12:00:00 AM,24-Apr-18,4/22/2018 12:00:00 AM,Apr WK04 2018
4/25/2018 12:00:00 AM,25-Apr-18,4/22/2018 12:00:00 AM,Apr WK04 2018
4/26/2018 12:00:00 AM,26-Apr-18,4/22/2018 12:00:00 AM,Apr WK04 2018
4/27/2018 12:00:00 AM,27-Apr-18,4/22/2018 12:00:00 AM,Apr WK04 2018
4/28/2018 12:00:00 AM,28-Apr-18,4/22/2018 12:00:00 AM,Apr WK04 2018
4/29/2018 12:00:00 AM,29-Apr-18,4/29/2018 12:00:00 AM,May WK01 2018
4/30/2018 12:00:00 AM,30-Apr-18,4/29/2018 12:00:00 AM,May WK01 2018
5/1/2018 12:00:00 AM,01-May-18,4/29/2018 12:00:00 AM,May WK01 2018
5/2/2018 12:00:00 AM,02-May-18,4/29/2018 12:00:00 AM,May WK01 2018
5/3/2018 12:00:00 AM,03-May-18,4/29/2018 12:00:00 AM,May WK01 2018
5/4/2018 12:00:00 AM,04-May-18,4/29/2018 12:00:00 AM,May WK01 2018
5/5/2018 12:00:00 AM,05-May-18,4/29/2018 12:00:00 AM,May WK01 2018
5/6/2018 12:00:00 AM,06-May-18,5/6/2018 12:00:00 AM,May WK02 2018
5/7/2018 12:00:00 AM,07-May-18,5/6/2018 12:00:00 AM,May WK02 2018
5/8/2018 12:00:00 AM,08-May-18,5/6/2018 12:00:00 AM,May WK02 2018
5/9/2018 12:00:00 AM,09-May-18,5/6/2018 12:00:00 AM,May WK02 2018
5/10/2018 12:00:00 AM,10-May-18,5/6/2018 12:00:00 AM,May WK02 2018
5/11/2018 12:00:00 AM,11-May-18,5/6/2018 12:00:00 AM,May WK02 2018
5/12/2018 12:00:00 AM,12-May-18,5/6/2018 12:00:00 AM,May WK02 2018
5/13/2018 12:00:00 AM,13-May-18,5/13/2018 12:00:00 AM,May WK03 2018
5/14/2018 12:00:00 AM,14-May-18,5/13/2018 12:00:00 AM,May WK03 2018
5/15/2018 12:00:00 AM,15-May-18,5/13/2018 12:00:00 AM,May WK03 2018
5/16/2018 12:00:00 AM,16-May-18,5/13/2018 12:00:00 AM,May WK03 2018
5/17/2018 12:00:00 AM,17-May-18,5/13/2018 12:00:00 AM,May WK03 2018
5/18/2018 12:00:00 AM,18-May-18,5/13/2018 12:00:00 AM,May WK03 2018
5/19/2018 12:00:00 AM,19-May-18,5/13/2018 12:00:00 AM,May WK03 2018
5/20/2018 12:00:00 AM,20-May-18,5/20/2018 12:00:00 AM,May WK04 2018
5/21/2018 12:00:00 AM,21-May-18,5/20/2018 12:00:00 AM,May WK04 2018
5/22/2018 12:00:00 AM,22-May-18,5/20/2018 12:00:00 AM,May WK04 2018
5/23/2018 12:00:00 AM,23-May-18,5/20/2018 12:00:00 AM,May WK04 2018
5/24/2018 12:00:00 AM,24-May-18,5/20/2018 12:00:00 AM,May WK04 2018
5/25/2018 12:00:00 AM,25-May-18,5/20/2018 12:00:00 AM,May WK04 2018
5/26/2018 12:00:00 AM,26-May-18,5/20/2018 12:00:00 AM,May WK04 2018
5/27/2018 12:00:00 AM,27-May-18,5/27/2018 12:00:00 AM,May WK05 2018
5/28/2018 12:00:00 AM,28-May-18,5/27/2018 12:00:00 AM,May WK05 2018
5/29/2018 12:00:00 AM,29-May-18,5/27/2018 12:00:00 AM,May WK05 2018
5/30/2018 12:00:00 AM,30-May-18,5/27/2018 12:00:00 AM,May WK05 2018
5/31/2018 12:00:00 AM,31-May-18,5/27/2018 12:00:00 AM,May WK05 2018
6/1/2018 12:00:00 AM,01-Jun-18,5/27/2018 12:00:00 AM,May WK05 2018
6/2/2018 12:00:00 AM,02-Jun-18,5/27/2018 12:00:00 AM,May WK05 2018
6/3/2018 12:00:00 AM,03-Jun-18,6/3/2018 12:00:00 AM,Jun WK01 2018
6/4/2018 12:00:00 AM,04-Jun-18,6/3/2018 12:00:00 AM,Jun WK01 2018
6/5/2018 12:00:00 AM,05-Jun-18,6/3/2018 12:00:00 AM,Jun WK01 2018
6/6/2018 12:00:00 AM,06-Jun-18,6/3/2018 12:00:00 AM,Jun WK01 2018
6/7/2018 12:00:00 AM,07-Jun-18,6/3/2018 12:00:00 AM,Jun WK01 2018
6/8/2018 12:00:00 AM,08-Jun-18,6/3/2018 12:00:00 AM,Jun WK01 2018
6/9/2018 12:00:00 AM,09-Jun-18,6/3/2018 12:00:00 AM,Jun WK01 2018
6/10/2018 12:00:00 AM,10-Jun-18,6/10/2018 12:00:00 AM,Jun WK02 2018
6/11/2018 12:00:00 AM,11-Jun-18,6/10/2018 12:00:00 AM,Jun WK02 2018
6/12/2018 12:00:00 AM,12-Jun-18,6/10/2018 12:00:00 AM,Jun WK02 2018
6/13/2018 12:00:00 AM,13-Jun-18,6/10/2018 12:00:00 AM,Jun WK02 2018
6/14/2018 12:00:00 AM,14-Jun-18,6/10/2018 12:00:00 AM,Jun WK02 2018
6/15/2018 12:00:00 AM,15-Jun-18,6/10/2018 12:00:00 AM,Jun WK02 2018
6/16/2018 12:00:00 AM,16-Jun-18,6/10/2018 12:00:00 AM,Jun WK02 2018
6/17/2018 12:00:00 AM,17-Jun-18,6/17/2018 12:00:00 AM,Jun WK03 2018
6/18/2018 12:00:00 AM,18-Jun-18,6/17/2018 12:00:00 AM,Jun WK03 2018
6/19/2018 12:00:00 AM,19-Jun-18,6/17/2018 12:00:00 AM,Jun WK03 2018
6/20/2018 12:00:00 AM,20-Jun-18,6/17/2018 12:00:00 AM,Jun WK03 2018
6/21/2018 12:00:00 AM,21-Jun-18,6/17/2018 12:00:00 AM,Jun WK03 2018
6/22/2018 12:00:00 AM,22-Jun-18,6/17/2018 12:00:00 AM,Jun WK03 2018
6/23/2018 12:00:00 AM,23-Jun-18,6/17/2018 12:00:00 AM,Jun WK03 2018
6/24/2018 12:00:00 AM,24-Jun-18,6/24/2018 12:00:00 AM,Jun WK04 2018
6/25/2018 12:00:00 AM,25-Jun-18,6/24/2018 12:00:00 AM,Jun WK04 2018
6/26/2018 12:00:00 AM,26-Jun-18,6/24/2018 12:00:00 AM,Jun WK04 2018
6/27/2018 12:00:00 AM,27-Jun-18,6/24/2018 12:00:00 AM,Jun WK04 2018
6/28/2018 12:00:00 AM,28-Jun-18,6/24/2018 12:00:00 AM,Jun WK04 2018
6/29/2018 12:00:00 AM,29-Jun-18,6/24/2018 12:00:00 AM,Jun WK04 2018
6/30/2018 12:00:00 AM,30-Jun-18,6/24/2018 12:00:00 AM,Jun WK04 2018
7/1/2018 12:00:00 AM,01-Jul-18,7/1/2018 12:00:00 AM,Jun WK05 2018
7/2/2018 12:00:00 AM,02-Jul-18,7/1/2018 12:00:00 AM,Jun WK05 2018
7/3/2018 12:00:00 AM,03-Jul-18,7/1/2018 12:00:00 AM,Jun WK05 2018
7/4/2018 12:00:00 AM,04-Jul-18,7/1/2018 12:00:00 AM,Jun WK05 2018
7/5/2018 12:00:00 AM,05-Jul-18,7/1/2018 12:00:00 AM,Jun WK05 2018
7/6/2018 12:00:00 AM,06-Jul-18,7/1/2018 12:00:00 AM,Jun WK05 2018
7/7/2018 12:00:00 AM,07-Jul-18,7/1/2018 12:00:00 AM,Jun WK05 2018
7/8/2018 12:00:00 AM,08-Jul-18,7/8/2018 12:00:00 AM,Jul WK01 2018
7/9/2018 12:00:00 AM,09-Jul-18,7/8/2018 12:00:00 AM,Jul WK01 2018
7/10/2018 12:00:00 AM,10-Jul-18,7/8/2018 12:00:00 AM,Jul WK01 2018
7/11/2018 12:00:00 AM,11-Jul-18,7/8/2018 12:00:00 AM,Jul WK01 2018
7/12/2018 12:00:00 AM,12-Jul-18,7/8/2018 12:00:00 AM,Jul WK01 2018
7/13/2018 12:00:00 AM,13-Jul-18,7/8/2018 12:00:00 AM,Jul WK01 2018
7/14/2018 12:00:00 AM,14-Jul-18,7/8/2018 12:00:00 AM,Jul WK01 2018
7/15/2018 12:00:00 AM,15-Jul-18,7/15/2018 12:00:00 AM,Jul WK02 2018
7/16/2018 12:00:00 AM,16-Jul-18,7/15/2018 12:00:00 AM,Jul WK02 2018
7/17/2018 12:00:00 AM,17-Jul-18,7/15/2018 12:00:00 AM,Jul WK02 2018
7/18/2018 12:00:00 AM,18-Jul-18,7/15/2018 12:00:00 AM,Jul WK02 2018
7/19/2018 12:00:00 AM,19-Jul-18,7/15/2018 12:00:00 AM,Jul WK02 2018
7/20/2018 12:00:00 AM,20-Jul-18,7/15/2018 12:00:00 AM,Jul WK02 2018
7/21/2018 12:00:00 AM,21-Jul-18,7/15/2018 12:00:00 AM,Jul WK02 2018
7/22/2018 12:00:00 AM,22-Jul-18,7/22/2018 12:00:00 AM,Jul WK03 2018
7/23/2018 12:00:00 AM,23-Jul-18,7/22/2018 12:00:00 AM,Jul WK03 2018
7/24/2018 12:00:00 AM,24-Jul-18,7/22/2018 12:00:00 AM,Jul WK03 2018
7/25/2018 12:00:00 AM,25-Jul-18,7/22/2018 12:00:00 AM,Jul WK03 2018
7/26/2018 12:00:00 AM,26-Jul-18,7/22/2018 12:00:00 AM,Jul WK03 2018
7/27/2018 12:00:00 AM,27-Jul-18,7/22/2018 12:00:00 AM,Jul WK03 2018
7/28/2018 12:00:00 AM,28-Jul-18,7/22/2018 12:00:00 AM,Jul WK03 2018
7/29/2018 12:00:00 AM,29-Jul-18,7/29/2018 12:00:00 AM,Jul WK04 2018
7/30/2018 12:00:00 AM,30-Jul-18,7/29/2018 12:00:00 AM,Jul WK04 2018
7/31/2018 12:00:00 AM,31-Jul-18,7/29/2018 12:00:00 AM,Jul WK04 2018
8/1/2018 12:00:00 AM,01-Aug-18,7/29/2018 12:00:00 AM,Jul WK04 2018
8/2/2018 12:00:00 AM,02-Aug-18,7/29/2018 12:00:00 AM,Jul WK04 2018
8/3/2018 12:00:00 AM,03-Aug-18,7/29/2018 12:00:00 AM,Jul WK04 2018
8/4/2018 12:00:00 AM,04-Aug-18,7/29/2018 12:00:00 AM,Jul WK04 2018
8/5/2018 12:00:00 AM,05-Aug-18,8/5/2018 12:00:00 AM,Aug WK01 2018
8/6/2018 12:00:00 AM,06-Aug-18,8/5/2018 12:00:00 AM,Aug WK01 2018
8/7/2018 12:00:00 AM,07-Aug-18,8/5/2018 12:00:00 AM,Aug WK01 2018
8/8/2018 12:00:00 AM,08-Aug-18,8/5/2018 12:00:00 AM,Aug WK01 2018
8/9/2018 12:00:00 AM,09-Aug-18,8/5/2018 12:00:00 AM,Aug WK01 2018
8/10/2018 12:00:00 AM,10-Aug-18,8/5/2018 12:00:00 AM,Aug WK01 2018
8/11/2018 12:00:00 AM,11-Aug-18,8/5/2018 12:00:00 AM,Aug WK01 2018
8/12/2018 12:00:00 AM,12-Aug-18,8/12/2018 12:00:00 AM,Aug WK02 2018
8/13/2018 12:00:00 AM,13-Aug-18,8/12/2018 12:00:00 AM,Aug WK02 2018
8/14/2018 12:00:00 AM,14-Aug-18,8/12/2018 12:00:00 AM,Aug WK02 2018
8/15/2018 12:00:00 AM,15-Aug-18,8/12/2018 12:00:00 AM,Aug WK02 2018
8/16/2018 12:00:00 AM,16-Aug-18,8/12/2018 12:00:00 AM,Aug WK02 2018
8/17/2018 12:00:00 AM,17-Aug-18,8/12/2018 12:00:00 AM,Aug WK02 2018
8/18/2018 12:00:00 AM,18-Aug-18,8/12/2018 12:00:00 AM,Aug WK02 2018
8/19/2018 12:00:00 AM,19-Aug-18,8/19/2018 12:00:00 AM,Aug WK03 2018
8/20/2018 12:00:00 AM,20-Aug-18,8/19/2018 12:00:00 AM,Aug WK03 2018
8/21/2018 12:00:00 AM,21-Aug-18,8/19/2018 12:00:00 AM,Aug WK03 2018
8/22/2018 12:00:00 AM,22-Aug-18,8/19/2018 12:00:00 AM,Aug WK03 2018
8/23/2018 12:00:00 AM,23-Aug-18,8/19/2018 12:00:00 AM,Aug WK03 2018
8/24/2018 12:00:00 AM,24-Aug-18,8/19/2018 12:00:00 AM,Aug WK03 2018
8/25/2018 12:00:00 AM,25-Aug-18,8/19/2018 12:00:00 AM,Aug WK03 2018
8/26/2018 12:00:00 AM,26-Aug-18,8/26/2018 12:00:00 AM,Aug WK04 2018
8/27/2018 12:00:00 AM,27-Aug-18,8/26/2018 12:00:00 AM,Aug WK04 2018
8/28/2018 12:00:00 AM,28-Aug-18,8/26/2018 12:00:00 AM,Aug WK04 2018
8/29/2018 12:00:00 AM,29-Aug-18,8/26/2018 12:00:00 AM,Aug WK04 2018
8/30/2018 12:00:00 AM,30-Aug-18,8/26/2018 12:00:00 AM,Aug WK04 2018
8/31/2018 12:00:00 AM,31-Aug-18,8/26/2018 12:00:00 AM,Aug WK04 2018
9/1/2018 12:00:00 AM,01-Sep-18,8/26/2018 12:00:00 AM,Aug WK04 2018
9/2/2018 12:00:00 AM,02-Sep-18,9/2/2018 12:00:00 AM,Aug WK05 2018
9/3/2018 12:00:00 AM,03-Sep-18,9/2/2018 12:00:00 AM,Aug WK05 2018
9/4/2018 12:00:00 AM,04-Sep-18,9/2/2018 12:00:00 AM,Aug WK05 2018
9/5/2018 12:00:00 AM,05-Sep-18,9/2/2018 12:00:00 AM,Aug WK05 2018
9/6/2018 12:00:00 AM,06-Sep-18,9/2/2018 12:00:00 AM,Aug WK05 2018
9/7/2018 12:00:00 AM,07-Sep-18,9/2/2018 12:00:00 AM,Aug WK05 2018
9/8/2018 12:00:00 AM,08-Sep-18,9/2/2018 12:00:00 AM,Aug WK05 2018
9/9/2018 12:00:00 AM,09-Sep-18,9/9/2018 12:00:00 AM,Sep WK01 2018
9/10/2018 12:00:00 AM,10-Sep-18,9/9/2018 12:00:00 AM,Sep WK01 2018
9/11/2018 12:00:00 AM,11-Sep-18,9/9/2018 12:00:00 AM,Sep WK01 2018
9/12/2018 12:00:00 AM,12-Sep-18,9/9/2018 12:00:00 AM,Sep WK01 2018
9/13/2018 12:00:00 AM,13-Sep-18,9/9/2018 12:00:00 AM,Sep WK01 2018
9/14/2018 12:00:00 AM,14-Sep-18,9/9/2018 12:00:00 AM,Sep WK01 2018
9/15/2018 12:00:00 AM,15-Sep-18,9/9/2018 12:00:00 AM,Sep WK01 2018
9/16/2018 12:00:00 AM,16-Sep-18,9/16/2018 12:00:00 AM,Sep WK02 2018
9/17/2018 12:00:00 AM,17-Sep-18,9/16/2018 12:00:00 AM,Sep WK02 2018
9/18/2018 12:00:00 AM,18-Sep-18,9/16/2018 12:00:00 AM,Sep WK02 2018
9/19/2018 12:00:00 AM,19-Sep-18,9/16/2018 12:00:00 AM,Sep WK02 2018
9/20/2018 12:00:00 AM,20-Sep-18,9/16/2018 12:00:00 AM,Sep WK02 2018
9/21/2018 12:00:00 AM,21-Sep-18,9/16/2018 12:00:00 AM,Sep WK02 2018
9/22/2018 12:00:00 AM,22-Sep-18,9/16/2018 12:00:00 AM,Sep WK02 2018
9/23/2018 12:00:00 AM,23-Sep-18,9/23/2018 12:00:00 AM,Sep WK03 2018
9/24/2018 12:00:00 AM,24-Sep-18,9/23/2018 12:00:00 AM,Sep WK03 2018
9/25/2018 12:00:00 AM,25-Sep-18,9/23/2018 12:00:00 AM,Sep WK03 2018
9/26/2018 12:00:00 AM,26-Sep-18,9/23/2018 12:00:00 AM,Sep WK03 2018
9/27/2018 12:00:00 AM,27-Sep-18,9/23/2018 12:00:00 AM,Sep WK03 2018
9/28/2018 12:00:00 AM,28-Sep-18,9/23/2018 12:00:00 AM,Sep WK03 2018
9/29/2018 12:00:00 AM,29-Sep-18,9/23/2018 12:00:00 AM,Sep WK03 2018
9/30/2018 12:00:00 AM,30-Sep-18,9/30/2018 12:00:00 AM,Sep WK04 2018
10/1/2018 12:00:00 AM,01-Oct-18,9/30/2018 12:00:00 AM,Sep WK04 2018
10/2/2018 12:00:00 AM,02-Oct-18,9/30/2018 12:00:00 AM,Sep WK04 2018
10/3/2018 12:00:00 AM,03-Oct-18,9/30/2018 12:00:00 AM,Sep WK04 2018
10/4/2018 12:00:00 AM,04-Oct-18,9/30/2018 12:00:00 AM,Sep WK04 2018
10/5/2018 12:00:00 AM,05-Oct-18,9/30/2018 12:00:00 AM,Sep WK04 2018
10/6/2018 12:00:00 AM,06-Oct-18,9/30/2018 12:00:00 AM,Sep WK04 2018
10/7/2018 12:00:00 AM,07-Oct-18,10/7/2018 12:00:00 AM,Oct WK01 2018
10/8/2018 12:00:00 AM,08-Oct-18,10/7/2018 12:00:00 AM,Oct WK01 2018
10/9/2018 12:00:00 AM,09-Oct-18,10/7/2018 12:00:00 AM,Oct WK01 2018
10/10/2018 12:00:00 AM,10-Oct-18,10/7/2018 12:00:00 AM,Oct WK01 2018
10/11/2018 12:00:00 AM,11-Oct-18,10/7/2018 12:00:00 AM,Oct WK01 2018
10/12/2018 12:00:00 AM,12-Oct-18,10/7/2018 12:00:00 AM,Oct WK01 2018
10/13/2018 12:00:00 AM,13-Oct-18,10/7/2018 12:00:00 AM,Oct WK01 2018
10/14/2018 12:00:00 AM,14-Oct-18,10/14/2018 12:00:00 AM,Oct WK02 2018
10/15/2018 12:00:00 AM,15-Oct-18,10/14/2018 12:00:00 AM,Oct WK02 2018
10/16/2018 12:00:00 AM,16-Oct-18,10/14/2018 12:00:00 AM,Oct WK02 2018
10/17/2018 12:00:00 AM,17-Oct-18,10/14/2018 12:00:00 AM,Oct WK02 2018
10/18/2018 12:00:00 AM,18-Oct-18,10/14/2018 12:00:00 AM,Oct WK02 2018
10/19/2018 12:00:00 AM,19-Oct-18,10/14/2018 12:00:00 AM,Oct WK02 2018
10/20/2018 12:00:00 AM,20-Oct-18,10/14/2018 12:00:00 AM,Oct WK02 2018
10/21/2018 12:00:00 AM,21-Oct-18,10/21/2018 12:00:00 AM,Oct WK03 2018
10/22/2018 12:00:00 AM,22-Oct-18,10/21/2018 12:00:00 AM,Oct WK03 2018
10/23/2018 12:00:00 AM,23-Oct-18,10/21/2018 12:00:00 AM,Oct WK03 2018
10/24/2018 12:00:00 AM,24-Oct-18,10/21/2018 12:00:00 AM,Oct WK03 2018
10/25/2018 12:00:00 AM,25-Oct-18,10/21/2018 12:00:00 AM,Oct WK03 2018
10/26/2018 12:00:00 AM,26-Oct-18,10/21/2018 12:00:00 AM,Oct WK03 2018
10/27/2018 12:00:00 AM,27-Oct-18,10/21/2018 12:00:00 AM,Oct WK03 2018
10/28/2018 12:00:00 AM,28-Oct-18,10/28/2018 12:00:00 AM,Oct WK04 2018
10/29/2018 12:00:00 AM,29-Oct-18,10/28/2018 12:00:00 AM,Oct WK04 2018
10/30/2018 12:00:00 AM,30-Oct-18,10/28/2018 12:00:00 AM,Oct WK04 2018
10/31/2018 12:00:00 AM,31-Oct-18,10/28/2018 12:00:00 AM,Oct WK04 2018
11/1/2018 12:00:00 AM,01-Nov-18,10/28/2018 12:00:00 AM,Oct WK04 2018
11/2/2018 12:00:00 AM,02-Nov-18,10/28/2018 12:00:00 AM,Oct WK04 2018
11/3/2018 12:00:00 AM,03-Nov-18,10/28/2018 12:00:00 AM,Oct WK04 2018
11/4/2018 12:00:00 AM,04-Nov-18,11/4/2018 12:00:00 AM,Nov WK01 2018
11/5/2018 12:00:00 AM,05-Nov-18,11/4/2018 12:00:00 AM,Nov WK01 2018
11/6/2018 12:00:00 AM,06-Nov-18,11/4/2018 12:00:00 AM,Nov WK01 2018
11/7/2018 12:00:00 AM,07-Nov-18,11/4/2018 12:00:00 AM,Nov WK01 2018
11/8/2018 12:00:00 AM,08-Nov-18,11/4/2018 12:00:00 AM,Nov WK01 2018
11/9/2018 12:00:00 AM,09-Nov-18,11/4/2018 12:00:00 AM,Nov WK01 2018
11/10/2018 12:00:00 AM,10-Nov-18,11/4/2018 12:00:00 AM,Nov WK01 2018
11/11/2018 12:00:00 AM,11-Nov-18,11/11/2018 12:00:00 AM,Nov WK02 2018
11/12/2018 12:00:00 AM,12-Nov-18,11/11/2018 12:00:00 AM,Nov WK02 2018
11/13/2018 12:00:00 AM,13-Nov-18,11/11/2018 12:00:00 AM,Nov WK02 2018
11/14/2018 12:00:00 AM,14-Nov-18,11/11/2018 12:00:00 AM,Nov WK02 2018
11/15/2018 12:00:00 AM,15-Nov-18,11/11/2018 12:00:00 AM,Nov WK02 2018
11/16/2018 12:00:00 AM,16-Nov-18,11/11/2018 12:00:00 AM,Nov WK02 2018
11/17/2018 12:00:00 AM,17-Nov-18,11/11/2018 12:00:00 AM,Nov WK02 2018
11/18/2018 12:00:00 AM,18-Nov-18,11/18/2018 12:00:00 AM,Nov WK03 2018
11/19/2018 12:00:00 AM,19-Nov-18,11/18/2018 12:00:00 AM,Nov WK03 2018
11/20/2018 12:00:00 AM,20-Nov-18,11/18/2018 12:00:00 AM,Nov WK03 2018
11/21/2018 12:00:00 AM,21-Nov-18,11/18/2018 12:00:00 AM,Nov WK03 2018
11/22/2018 12:00:00 AM,22-Nov-18,11/18/2018 12:00:00 AM,Nov WK03 2018
11/23/2018 12:00:00 AM,23-Nov-18,11/18/2018 12:00:00 AM,Nov WK03 2018
11/24/2018 12:00:00 AM,24-Nov-18,11/18/2018 12:00:00 AM,Nov WK03 2018
11/25/2018 12:00:00 AM,25-Nov-18,11/25/2018 12:00:00 AM,Nov WK04 2018
11/26/2018 12:00:00 AM,26-Nov-18,11/25/2018 12:00:00 AM,Nov WK04 2018
11/27/2018 12:00:00 AM,27-Nov-18,11/25/2018 12:00:00 AM,Nov WK04 2018
11/28/2018 12:00:00 AM,28-Nov-18,11/25/2018 12:00:00 AM,Nov WK04 2018
11/29/2018 12:00:00 AM,29-Nov-18,11/25/2018 12:00:00 AM,Nov WK04 2018
11/30/2018 12:00:00 AM,30-Nov-18,11/25/2018 12:00:00 AM,Nov WK04 2018
12/1/2018 12:00:00 AM,01-Dec-18,11/25/2018 12:00:00 AM,Nov WK04 2018
12/2/2018 12:00:00 AM,02-Dec-18,12/2/2018 12:00:00 AM,Nov WK05 2018
12/3/2018 12:00:00 AM,03-Dec-18,12/2/2018 12:00:00 AM,Nov WK05 2018
12/4/2018 12:00:00 AM,04-Dec-18,12/2/2018 12:00:00 AM,Nov WK05 2018
12/5/2018 12:00:00 AM,05-Dec-18,12/2/2018 12:00:00 AM,Nov WK05 2018
12/6/2018 12:00:00 AM,06-Dec-18,12/2/2018 12:00:00 AM,Nov WK05 2018
12/7/2018 12:00:00 AM,07-Dec-18,12/2/2018 12:00:00 AM,Nov WK05 2018
12/8/2018 12:00:00 AM,08-Dec-18,12/2/2018 12:00:00 AM,Nov WK05 2018
12/9/2018 12:00:00 AM,09-Dec-18,12/9/2018 12:00:00 AM,Dec WK01 2018
12/10/2018 12:00:00 AM,10-Dec-18,12/9/2018 12:00:00 AM,Dec WK01 2018
12/11/2018 12:00:00 AM,11-Dec-18,12/9/2018 12:00:00 AM,Dec WK01 2018
12/12/2018 12:00:00 AM,12-Dec-18,12/9/2018 12:00:00 AM,Dec WK01 2018
12/13/2018 12:00:00 AM,13-Dec-18,12/9/2018 12:00:00 AM,Dec WK01 2018
12/14/2018 12:00:00 AM,14-Dec-18,12/9/2018 12:00:00 AM,Dec WK01 2018
12/15/2018 12:00:00 AM,15-Dec-18,12/9/2018 12:00:00 AM,Dec WK01 2018
12/16/2018 12:00:00 AM,16-Dec-18,12/16/2018 12:00:00 AM,Dec WK02 2018
12/17/2018 12:00:00 AM,17-Dec-18,12/16/2018 12:00:00 AM,Dec WK02 2018
12/18/2018 12:00:00 AM,18-Dec-18,12/16/2018 12:00:00 AM,Dec WK02 2018
12/19/2018 12:00:00 AM,19-Dec-18,12/16/2018 12:00:00 AM,Dec WK02 2018
12/20/2018 12:00:00 AM,20-Dec-18,12/16/2018 12:00:00 AM,Dec WK02 2018
12/21/2018 12:00:00 AM,21-Dec-18,12/16/2018 12:00:00 AM,Dec WK02 2018
12/22/2018 12:00:00 AM,22-Dec-18,12/16/2018 12:00:00 AM,Dec WK02 2018
12/23/2018 12:00:00 AM,23-Dec-18,12/23/2018 12:00:00 AM,Dec WK03 2018
12/24/2018 12:00:00 AM,24-Dec-18,12/23/2018 12:00:00 AM,Dec WK03 2018
12/25/2018 12:00:00 AM,25-Dec-18,12/23/2018 12:00:00 AM,Dec WK03 2018
12/26/2018 12:00:00 AM,26-Dec-18,12/23/2018 12:00:00 AM,Dec WK03 2018
12/27/2018 12:00:00 AM,27-Dec-18,12/23/2018 12:00:00 AM,Dec WK03 2018
12/28/2018 12:00:00 AM,28-Dec-18,12/23/2018 12:00:00 AM,Dec WK03 2018
12/29/2018 12:00:00 AM,29-Dec-18,12/23/2018 12:00:00 AM,Dec WK03 2018
12/30/2018 12:00:00 AM,30-Dec-18,12/30/2018 12:00:00 AM,Dec WK04 2018
12/31/2018 12:00:00 AM,31-Dec-18,12/30/2018 12:00:00 AM,Dec WK04 2018
1/1/2019 12:00:00 AM,01-Jan-19,12/30/2018 12:00:00 AM,Dec WK04 2018
1/2/2019 12:00:00 AM,02-Jan-19,12/30/2018 12:00:00 AM,Dec WK04 2018
1/3/2019 12:00:00 AM,03-Jan-19,12/30/2018 12:00:00 AM,Dec WK04 2018
1/4/2019 12:00:00 AM,04-Jan-19,12/30/2018 12:00:00 AM,Dec WK04 2018
1/5/2019 12:00:00 AM,05-Jan-19,12/30/2018 12:00:00 AM,Dec WK04 2018
1/6/2019 12:00:00 AM,06-Jan-19,1/6/2019 12:00:00 AM,Jan WK01 2019
1/7/2019 12:00:00 AM,07-Jan-19,1/6/2019 12:00:00 AM,Jan WK01 2019
1/8/2019 12:00:00 AM,08-Jan-19,1/6/2019 12:00:00 AM,Jan WK01 2019
1/9/2019 12:00:00 AM,09-Jan-19,1/6/2019 12:00:00 AM,Jan WK01 2019
1/10/2019 12:00:00 AM,10-Jan-19,1/6/2019 12:00:00 AM,Jan WK01 2019
1/11/2019 12:00:00 AM,11-Jan-19,1/6/2019 12:00:00 AM,Jan WK01 2019
